Word,Rank,Raw Frequency,Raw Range, Normalized Frequency, Normalized Range
paid,813,120,92,176.25,0.28
football,813,120,6,176.25,0.02
aims,822,119,119,174.78,0.36
ability,822,119,119,174.78,0.36
perspective,822,119,82,174.78,0.25
conduct,822,119,119,174.78,0.36
recent,822,119,112,174.78,0.34
film,822,119,13,174.78,0.04
religious,822,119,20,174.78,0.06
sales,829,118,47,173.31,0.14
answer,829,118,116,173.31,0.35
event,829,118,118,173.31,0.35
assess,829,118,118,173.31,0.35
relevance,829,118,88,173.31,0.26
2011,829,118,64,173.31,0.19
ceo,829,118,16,173.31,0.05
evaluation,836,117,57,171.85,0.17
detailed,836,117,91,171.85,0.27
nowadays,836,117,78,171.85,0.23
components,836,117,59,171.85,0.18
instance,836,117,72,171.85,0.22
now,836,117,117,171.85,0.35
mechanism,836,117,96,171.85,0.29
architecture,843,116,39,170.38,0.12
report,843,116,116,170.38,0.35
test,843,116,116,170.38,0.35
areas,843,116,74,170.38,0.22
labor,843,116,115,170.38,0.34
theories,843,116,57,170.38,0.17
statistics,849,115,72,168.91,0.22
opportunities,849,115,78,168.91,0.23
clear,849,115,115,168.91,0.34
five,849,115,59,168.91,0.18
b,849,115,115,168.91,0.34
interviews,849,115,57,168.91,0.17
managing,849,115,29,168.91,0.09
inventory,849,115,17,168.91,0.05
2008,849,115,65,168.91,0.19
transactions,849,115,22,168.91,0.07
rule,859,114,114,167.44,0.34
considers,859,114,80,167.44,0.24
pricing,859,114,17,167.44,0.05
investments,862,113,34,165.97,0.1
money,862,113,66,165.97,0.2
opportunity,862,113,79,165.97,0.24
improving,862,113,69,165.97,0.21
rather,862,113,79,165.97,0.24
strong,862,113,107,165.97,0.32
crisis,862,113,48,165.97,0.14
designed,869,112,72,164.5,0.22
aspect,869,112,112,164.5,0.34
educational,869,112,47,164.5,0.14
employer,869,112,16,164.5,0.05
leads,869,112,75,164.5,0.22
accordance,869,112,73,164.5,0.22
benefits,869,112,68,164.5,0.2
company‚ê,869,112,37,164.5,0.11
follows,877,111,88,163.03,0.26
primary,877,111,81,163.03,0.24
consequently,877,111,78,163.03,0.23
complete,877,111,111,163.03,0.33
oriented,877,111,59,163.03,0.18
actual,877,111,111,163.03,0.33
applications,883,110,39,161.56,0.12
implement,884,109,109,160.1,0.33
virtual,884,109,26,160.1,0.08
discourse,884,109,27,160.1,0.08
corruption,884,109,11,160.1,0.03
elections,884,109,17,160.1,0.05
try,889,108,108,158.63,0.32
pre,889,108,108,158.63,0.32
early,889,108,106,158.63,0.32
became,889,108,71,158.63,0.21
advantages,889,108,80,158.63,0.24
depends,889,108,77,158.63,0.23
transfer,889,108,44,158.63,0.13
contemporary,889,108,67,158.63,0.2
executive,889,108,37,158.63,0.11
ideology,889,108,27,158.63,0.08
becomes,899,107,87,157.16,0.26
fully,899,107,107,157.16,0.32
huge,899,107,71,157.16,0.21
programs,899,107,41,157.16,0.12
put,899,107,107,157.16,0.32
team,899,107,47,157.16,0.14
levels,899,107,75,157.16,0.22
existence,899,107,73,157.16,0.22
union,899,107,44,157.16,0.13
interview,899,107,83,157.16,0.25
english,899,107,32,157.16,0.1
trust,899,107,51,157.16,0.15
alcohol,899,107,7,157.16,0.02
governing,899,107,46,157.16,0.14
majority,913,106,74,155.69,0.22
investors,913,106,37,155.69,0.11
office,913,106,48,155.69,0.14
clubs,913,106,10,155.69,0.03
carrying,913,106,92,155.69,0.28
usa,913,106,106,155.69,0.32
furthermore,919,105,71,154.22,0.21
parameters,919,105,58,154.22,0.17
players,919,105,32,154.22,0.1
bodies,919,105,25,154.22,0.07
always,923,104,80,152.75,0.24
open,923,104,99,152.75,0.3
applying,923,104,72,152.75,0.22
section,923,104,91,152.75,0.27
members,923,104,66,152.75,0.2
nevertheless,928,103,75,151.28,0.22
received,928,103,80,151.28,0.24
full,928,103,103,151.28,0.31
optimization,928,103,33,151.28,0.1
procedures,928,103,62,151.28,0.19
choose,928,103,74,151.28,0.22
selected,928,103,70,151.28,0.21
although,928,103,77,151.28,0.23
fundamental,928,103,87,151.28,0.26
2005,928,103,58,151.28,0.17
included,938,102,73,149.81,0.22
establish,938,102,102,149.81,0.31
interested,938,102,82,149.81,0.25
total,938,102,70,149.81,0.21
changing,938,102,78,149.81,0.23
reports,938,102,51,149.81,0.15
subjects,938,102,48,149.81,0.14
extremely,938,102,75,149.81,0.22
marriage,938,102,11,149.81,0.03
disputes,938,102,28,149.81,0.08
direct,948,101,101,148.35,0.3
profitability,948,101,35,148.35,0.1
advantage,948,101,101,148.35,0.3
materials,948,101,55,148.35,0.16
languages,948,101,31,148.35,0.09
her,948,101,101,148.35,0.3
four,948,101,98,148.35,0.29
2016,948,101,47,148.35,0.14
center,948,101,40,148.35,0.12
entrepreneurs,948,101,32,148.35,0.1
doctrine,948,101,52,148.35,0.16
2012,959,100,67,146.88,0.2
diagrams,959,100,31,146.88,0.09
emphasis,959,100,74,146.88,0.22
programming,959,100,35,146.88,0.1
l,959,100,100,146.88,0.3
particularly,959,100,83,146.88,0.25
provisions,959,100,42,146.88,0.13
mainly,966,99,75,145.41,0.22
testing,966,99,50,145.41,0.15
cities,966,99,34,145.41,0.1
feature,966,99,99,145.41,0.3
mass,966,99,66,145.41,0.2
enterprises,971,98,52,143.94,0.16
predict,971,98,98,143.94,0.29
examples,971,98,73,143.94,0.22
survey,971,98,59,143.94,0.18
consequences,971,98,73,143.94,0.22
growing,971,98,70,143.94,0.21
trade,971,98,45,143.94,0.13
regard,971,98,98,143.94,0.29
revealed,971,98,67,143.94,0.2
regarding,971,98,59,143.94,0.18
markets,971,98,52,143.94,0.16
conflict,971,98,68,143.94,0.2
violence,971,98,11,143.94,0.03
polis,971,98,11,143.94,0.03
worth,985,97,94,142.47,0.28
examined,985,97,69,142.47,0.21
income,985,97,57,142.47,0.17
variety,985,97,82,142.47,0.25
computer,985,97,39,142.47,0.12
widely,985,97,81,142.47,0.24
takes,985,97,82,142.47,0.25
impossible,985,97,72,142.47,0.22
she,985,97,97,142.47,0.29
significantly,985,97,81,142.47,0.24
course,985,97,97,142.47,0.29
deal,985,97,97,142.47,0.29
standards,997,96,52,141.0,0.16
formed,997,96,96,141.0,0.29
conclude,997,96,96,141.0,0.29
involved,997,96,69,141.0,0.21
budget,997,96,35,141.0,0.1
formulated,997,96,74,141.0,0.22
action,1003,95,95,139.53,0.28
sector,1003,95,61,139.53,0.18
staff,1003,95,38,139.53,0.11
official,1003,95,77,139.53,0.23
division,1003,95,35,139.53,0.1
changed,1003,95,67,139.53,0.2
namely,1003,95,70,139.53,0.21
believe,1003,95,95,139.53,0.28
suggested,1003,95,58,139.53,0.17
crucial,1012,94,61,138.06,0.18
technical,1012,94,61,138.06,0.18
increased,1012,94,73,138.06,0.22
generally,1012,94,70,138.06,0.21
advertising,1012,94,19,138.06,0.06
preliminary,1012,94,46,138.06,0.14
2006,1012,94,65,138.06,0.19
spouses,1012,94,10,138.06,0.03
greek,1012,94,10,138.06,0.03
monograph,1012,94,58,138.06,0.17
involves,1022,93,69,136.6,0.21
far,1022,93,93,136.6,0.28
uses,1022,93,93,136.6,0.28
economics,1022,93,51,136.6,0.15
contribution,1022,93,77,136.6,0.23
did,1022,93,92,136.6,0.28
determines,1022,93,67,136.6,0.2
iot,1022,93,17,136.6,0.05
obligations,1022,93,41,136.6,0.12
concerning,1031,92,63,135.13,0.19
degree,1031,92,65,135.13,0.19
short,1031,92,92,135.13,0.28
trends,1031,92,67,135.13,0.2
quantitative,1031,92,53,135.13,0.16
obtain,1031,92,92,135.13,0.28
necessity,1031,92,63,135.13,0.19
workers,1031,92,38,135.13,0.11
offer,1031,92,92,135.13,0.28
league,1031,92,20,135.13,0.06
manager,1031,92,92,135.13,0.28
presence,1031,92,54,135.13,0.16
contractual,1031,92,13,135.13,0.04
purchase,1044,91,45,133.66,0.13
dependent,1044,91,91,133.66,0.27
unique,1044,91,68,133.66,0.2
earlier,1044,91,71,133.66,0.21
reviews,1044,91,18,133.66,0.05
2002,1044,91,53,133.66,0.16
ideological,1044,91,32,133.66,0.1
currently,1051,90,68,132.19,0.2
highly,1051,90,68,132.19,0.2
multiple,1051,90,52,132.19,0.16
analytical,1051,90,63,132.19,0.19
built,1051,90,68,132.19,0.2
words,1051,90,77,132.19,0.23
loss,1051,90,53,132.19,0.16
shares,1051,90,21,132.19,0.06
beginning,1059,89,68,130.72,0.2
client,1059,89,52,130.72,0.16
limitation,1059,89,89,130.72,0.27
texts,1059,89,41,130.72,0.12
evaluate,1059,89,68,130.72,0.2
children,1059,89,24,130.72,0.07
ussr,1059,89,25,130.72,0.07
machine,1066,88,31,129.25,0.09
moral,1066,88,30,129.25,0.09
extent,1066,88,70,129.25,0.21
serious,1066,88,74,129.25,0.22
conservatism,1066,88,4,129.25,0.01
risks,1071,87,37,127.78,0.11
university,1071,87,45,127.78,0.13
providing,1071,87,67,127.78,0.2
just,1071,87,87,127.78,0.26
steps,1071,87,50,127.78,0.15
functioning,1071,87,56,127.78,0.17
estimate,1071,87,87,127.78,0.26
6,1071,87,87,127.78,0.26
target,1071,87,50,127.78,0.15
examination,1071,87,66,127.78,0.2
germany,1071,87,27,127.78,0.08
venture,1071,87,11,127.78,0.03
suggest,1083,86,86,126.31,0.26
know,1083,86,86,126.31,0.26
essence,1083,86,64,126.31,0.19
component,1083,86,86,126.31,0.26
econometric,1083,86,30,126.31,0.09
writing,1083,86,52,126.31,0.16
direction,1083,86,83,126.31,0.25
module,1090,85,24,124.85,0.07
experts,1090,85,62,124.85,0.19
perform,1090,85,85,124.85,0.25
purposes,1090,85,65,124.85,0.19
accounts,1090,85,28,124.85,0.08
electronic,1090,85,32,124.85,0.1
fixed,1090,85,42,124.85,0.13
characterized,1090,85,59,124.85,0.18
expert,1098,84,84,123.38,0.25
attempts,1098,84,69,123.38,0.21
difficulties,1098,84,66,123.38,0.2
evidence,1098,84,63,123.38,0.19
valuable,1098,84,65,123.38,0.19
researcher,1098,84,84,123.38,0.25
systematic,1098,84,75,123.38,0.22
2003,1098,84,53,123.38,0.16
gambling,1098,84,1,123.38,0.0
return,1107,83,62,121.91,0.19
published,1107,83,55,121.91,0.16
website,1107,83,38,121.91,0.11
identity,1107,83,39,121.91,0.12
settlement,1107,83,24,121.91,0.07
manufacturing,1107,83,27,121.91,0.08
powers,1107,83,19,121.91,0.06
guarantee,1107,83,36,121.91,0.11
intangible,1107,83,13,121.91,0.04
franchising,1107,83,4,121.91,0.01
testamentary,1107,83,2,121.91,0.01
efficient,1118,82,82,120.44,0.25
considerable,1118,82,69,120.44,0.21
transformation,1118,82,53,120.44,0.16
views,1118,82,82,120.44,0.25
note,1118,82,82,120.44,0.25
competitiveness,1118,82,32,120.44,0.1
persons,1118,82,50,120.44,0.15
land,1118,82,76,120.44,0.23
joint,1118,82,35,120.44,0.1
authority,1118,82,38,120.44,0.11
regulating,1118,82,45,120.44,0.13
organic,1118,82,7,120.44,0.02
procedural,1118,82,22,120.44,0.07
follow,1131,81,81,118.97,0.24
scale,1131,81,63,118.97,0.19
simple,1131,81,68,118.97,0.2
site,1131,81,81,118.97,0.24
suitable,1131,81,64,118.97,0.19
satisfaction,1131,81,38,118.97,0.11
businesses,1131,81,33,118.97,0.1
digital,1131,81,20,118.97,0.06
ownership,1131,81,26,118.97,0.08
suggests,1131,81,65,118.97,0.19
claims,1131,81,52,118.97,0.16
appeal,1131,81,30,118.97,0.09
,1131,81,42,118.97,0.13
technique,1144,80,80,117.5,0.24
designing,1144,80,38,117.5,0.11
almost,1144,80,67,117.5,0.2
contain,1144,80,80,117.5,0.24
categories,1144,80,54,117.5,0.16
meaning,1144,80,80,117.5,0.24
alternative,1144,80,53,117.5,0.16
forces,1144,80,32,117.5,0.1
investigations,1144,80,47,117.5,0.14
relation,1144,80,80,117.5,0.24
hypotheses,1144,80,43,117.5,0.13
2001,1144,80,53,117.5,0.16
free,1156,79,79,116.03,0.24
themselves,1156,79,65,116.03,0.19
exchange,1156,79,50,116.03,0.15
serve,1156,79,79,116.03,0.24
here,1156,79,79,116.03,0.24
patterns,1156,79,51,116.03,0.15
explains,1156,79,70,116.03,0.21
me,1156,79,79,116.03,0.24
meet,1156,79,79,116.03,0.24
genre,1156,79,19,116.03,0.06
volume,1156,79,55,116.03,0.16
plays,1156,79,61,116.03,0.18
separate,1168,78,78,114.56,0.23
too,1168,78,78,114.56,0.23
require,1168,78,78,114.56,0.23
server,1168,78,24,114.56,0.07
presents,1168,78,78,114.56,0.23
causes,1168,78,55,114.56,0.16
reflect,1168,78,78,114.56,0.23
2000,1168,78,53,114.56,0.16
post,1168,78,60,114.56,0.18
late,1168,78,78,114.56,0.23
politics,1168,78,31,114.56,0.09
branding,1168,78,10,114.56,0.03
succession,1168,78,7,114.56,0.02
establishing,1181,77,39,113.1,0.12
whose,1181,77,70,113.1,0.21
element,1181,77,77,113.1,0.23
attributes,1181,77,30,113.1,0.09
expectations,1181,77,30,113.1,0.09
identifying,1181,77,53,113.1,0.16
innovative,1181,77,37,113.1,0.11
equipment,1181,77,29,113.1,0.09
young,1181,77,46,113.1,0.14
auction,1181,77,5,113.1,0.01
resolution,1181,77,19,113.1,0.06
1999,1181,77,48,113.1,0.14
‚êúthe,1181,77,41,113.1,0.12
constitutional,1181,77,17,113.1,0.05
integrated,1195,76,57,111.63,0.17
yet,1195,76,62,111.63,0.19
audience,1195,76,39,111.63,0.12
restrictions,1195,76,39,111.63,0.12
contribute,1195,76,76,111.63,0.23
devices,1195,76,22,111.63,0.07
compared,1195,76,56,111.63,0.17
creditors,1195,76,17,111.63,0.05
operational,1203,75,42,110.16,0.13
instruments,1203,75,48,110.16,0.14
big,1203,75,75,110.16,0.22
depending,1203,75,58,110.16,0.17
returns,1203,75,26,110.16,0.08
class,1203,75,75,110.16,0.22
solving,1203,75,74,110.16,0.22
represented,1203,75,57,110.16,0.17
schools,1203,75,19,110.16,0.06
resource,1203,75,75,110.16,0.22
caused,1203,75,49,110.16,0.15
regime,1203,75,29,110.16,0.09
channels,1215,74,22,108.69,0.07
exist,1215,74,74,108.69,0.22
optimal,1215,74,46,108.69,0.14
complicated,1215,74,51,108.69,0.15
central,1215,74,58,108.69,0.17
table,1215,74,74,108.69,0.22
bring,1215,74,74,108.69,0.22
detail,1215,74,74,108.69,0.22
balance,1215,74,52,108.69,0.16
per,1215,74,74,108.69,0.22
category,1215,74,36,108.69,0.11
lawyers,1215,74,40,108.69,0.12
supplier,1215,74,28,108.69,0.08
fan,1215,74,19,108.69,0.06
displacement,1215,74,4,108.69,0.01
want,1230,73,73,107.22,0.22
towards,1230,73,57,107.22,0.17
shown,1230,73,60,107.22,0.18
later,1230,73,62,107.22,0.19
details,1230,73,52,107.22,0.16
explanation,1230,73,65,107.22,0.19
owners,1230,73,50,107.22,0.15
f,1230,73,73,107.22,0.22
outcome,1230,73,73,107.22,0.22
began,1230,73,47,107.22,0.14
district,1230,73,26,107.22,0.08
reform,1230,73,46,107.22,0.14
observed,1242,72,57,105.75,0.17
determining,1242,72,49,105.75,0.15
active,1242,72,72,105.75,0.22
specifics,1242,72,40,105.75,0.12
cross,1242,72,66,105.75,0.2
matter,1242,72,72,105.75,0.22
carry,1242,72,72,105.75,0.22
indicator,1242,72,72,105.75,0.22
top,1242,72,72,105.75,0.22
transport,1242,72,25,105.75,0.07
influenced,1242,72,51,105.75,0.15
territory,1242,72,37,105.75,0.11
o,1242,72,72,105.75,0.22
standard,1255,71,71,104.28,0.21
said,1255,71,60,104.28,0.18
organized,1255,71,56,104.28,0.17
introduced,1255,71,66,104.28,0.2
having,1255,71,59,104.28,0.18
face,1255,71,71,104.28,0.21
box,1255,71,20,104.28,0.06
interpret,1255,71,71,104.28,0.21
play,1255,71,71,104.28,0.21
least,1255,71,58,104.28,0.17
socio,1255,71,68,104.28,0.2
mithridates,1255,71,1,104.28,0.0
sum,1267,70,70,102.81,0.21
represent,1267,70,70,102.81,0.21
popularity,1267,70,44,102.81,0.13
interface,1267,70,31,102.81,0.09
linear,1267,70,41,102.81,0.12
player,1267,70,35,102.81,0.1
hence,1267,70,51,102.81,0.15
psychological,1267,70,39,102.81,0.12
10,1267,70,70,102.81,0.21
personnel,1267,70,31,102.81,0.09
man,1267,70,70,102.81,0.21
fictitious,1267,70,4,102.81,0.01
reach,1279,69,69,101.35,0.21
absence,1279,69,47,101.35,0.14
run,1279,69,69,101.35,0.21
h,1279,69,69,101.35,0.21
7,1279,69,69,101.35,0.21
questionnaire,1279,69,35,101.35,0.1
situations,1279,69,45,101.35,0.13
representatives,1279,69,36,101.35,0.11
taxation,1279,69,8,101.35,0.02
movement,1279,69,33,101.35,0.1
suppliers,1279,69,25,101.35,0.07
cycle,1290,68,46,99.88,0.14
establishment,1290,68,44,99.88,0.13
offered,1290,68,57,99.88,0.17
analytics,1290,68,12,99.88,0.04
traffic,1290,68,11,99.88,0.03
banks,1290,68,21,99.88,0.06
publications,1290,68,50,99.88,0.15
am,1290,68,68,99.88,0.2
things,1290,68,41,99.88,0.12
explained,1290,68,51,99.88,0.15
critical,1290,68,54,99.88,0.16
leaders,1290,68,33,99.88,0.1
employment,1290,68,32,99.88,0.1
emphasize,1290,68,68,99.88,0.2
1996,1290,68,49,99.88,0.15
tradition,1290,68,68,99.88,0.2
grounds,1290,68,48,99.88,0.14
decades,1307,67,55,98.41,0.16
clients,1307,67,29,98.41,0.09
check,1307,67,47,98.41,0.14
security,1307,67,45,98.41,0.13
global,1307,67,56,98.41,0.17
original,1307,67,42,98.41,0.13
times,1307,67,67,98.41,0.2
k,1307,67,67,98.41,0.2
appears,1307,67,55,98.41,0.16
index,1307,67,38,98.41,0.11
opposition,1307,67,8,98.41,0.02
offers,1318,66,56,96.94,0.17
planned,1318,66,38,96.94,0.11
mining,1318,66,66,96.94,0.2
obvious,1318,66,66,96.94,0.2
attitude,1318,66,54,96.94,0.16
date,1318,66,66,96.94,0.2
together,1318,66,58,96.94,0.17
scope,1318,66,57,96.94,0.17
defining,1318,66,42,96.94,0.13
collect,1318,66,66,96.94,0.2
performed,1318,66,52,96.94,0.16
phenomena,1318,66,42,96.94,0.13
platform,1318,66,33,96.94,0.1
relatively,1318,66,50,96.94,0.15
reduction,1318,66,44,96.94,0.13
trend,1318,66,66,96.94,0.2
german,1318,66,46,96.94,0.14
positions,1318,66,58,96.94,0.17
reaction,1318,66,31,96.94,0.09
reveals,1318,66,54,96.94,0.16
rational,1318,66,66,96.94,0.2
determinants,1318,66,31,96.94,0.09
institutional,1318,66,35,96.94,0.1
campaign,1318,66,26,96.94,0.08
church,1318,66,11,96.94,0.03
industrial,1343,65,44,95.47,0.13
realization,1343,65,42,95.47,0.13
natural,1343,65,49,95.47,0.15
ensure,1343,65,49,95.47,0.15
choosing,1343,65,39,95.47,0.12
measurement,1343,65,27,95.47,0.08
concerned,1343,65,49,95.47,0.15
default,1343,65,12,95.47,0.04
structured,1343,65,46,95.47,0.14
upon,1343,65,53,95.47,0.16
conducting,1343,65,48,95.47,0.14
close,1343,65,65,95.47,0.19
club,1343,65,10,95.47,0.03
accounting,1343,65,33,95.47,0.1
french,1343,65,20,95.47,0.06
disadvantages,1343,65,39,95.47,0.12
genetic,1343,65,14,95.47,0.04
hotel,1343,65,11,95.47,0.03
europe,1343,65,65,95.47,0.19
effectively,1362,64,51,94.0,0.15
condition,1362,64,64,94.0,0.19
complexity,1362,64,47,94.0,0.14
line,1362,64,64,94.0,0.19
dependence,1362,64,59,94.0,0.18
structures,1362,64,47,94.0,0.14
board,1362,64,23,94.0,0.07
dedicated,1362,64,40,94.0,0.12
affects,1362,64,52,94.0,0.16
increases,1362,64,49,94.0,0.15
chapter,1362,64,45,94.0,0.13
determination,1362,64,52,94.0,0.16
valuation,1362,64,64,94.0,0.19
addressed,1362,64,61,94.0,0.18
implications,1362,64,52,94.0,0.16
competitors,1377,63,41,92.53,0.12
represents,1377,63,51,92.53,0.15
initial,1377,63,63,92.53,0.19
ideal,1377,63,44,92.53,0.13
along,1377,63,50,92.53,0.15
series,1377,63,40,92.53,0.12
easy,1377,63,36,92.53,0.11
comes,1377,63,63,92.53,0.19
file,1377,63,39,92.53,0.12
primarily,1377,63,46,92.53,0.14
name,1377,63,63,92.53,0.19
highlight,1377,63,63,92.53,0.19
gain,1377,63,63,92.53,0.19
attendance,1377,63,8,92.53,0.02
completely,1377,63,55,92.53,0.16
showed,1377,63,33,92.53,0.1
finding,1377,63,63,92.53,0.19
potentially,1377,63,32,92.53,0.1
intended,1377,63,58,92.53,0.17
depth,1377,63,48,92.53,0.14
participation,1377,63,47,92.53,0.14
vital,1377,63,55,92.53,0.16
roman,1377,63,29,92.53,0.09
election,1377,63,63,92.53,0.19
investigative,1377,63,11,92.53,0.03
improved,1402,62,50,91.06,0.15
though,1402,62,62,91.06,0.19
secondary,1402,62,39,91.06,0.12
broad,1402,62,62,91.06,0.19
uml,1402,62,28,91.06,0.08
moment,1402,62,62,91.06,0.19
via,1402,62,62,91.06,0.19
look,1402,62,62,91.06,0.19
force,1402,62,62,91.06,0.19
assume,1402,62,62,91.06,0.19
transaction,1402,62,36,91.06,0.11
concern,1402,62,62,91.06,0.19
migration,1402,62,9,91.06,0.03
waste,1402,62,9,91.06,0.03
receive,1416,61,61,89.59,0.18
come,1416,61,61,89.59,0.18
proved,1416,61,61,89.59,0.18
side,1416,61,61,89.59,0.18
perception,1416,61,47,89.59,0.14
assumed,1416,61,47,89.59,0.14
address,1416,61,61,89.59,0.18
analyzes,1416,61,46,89.59,0.14
avoid,1416,61,61,89.59,0.18
mobile,1416,61,16,89.59,0.05
mathematical,1416,61,26,89.59,0.08
core,1416,61,61,89.59,0.18
tend,1416,61,61,89.59,0.18
location,1416,61,50,89.59,0.15
failure,1416,61,39,89.59,0.12
job,1416,61,34,89.59,0.1
turnover,1416,61,25,89.59,0.07
illegal,1416,61,28,89.59,0.08
professor,1416,61,36,89.59,0.11
regarded,1416,61,48,89.59,0.14
era,1416,61,61,89.59,0.18
xx,1416,61,31,89.59,0.09
debtor,1416,61,17,89.59,0.05
manage,1439,60,60,88.13,0.18
expect,1439,60,60,88.13,0.18
mostly,1439,60,48,88.13,0.14
communications,1439,60,23,88.13,0.07
uncertainty,1439,60,21,88.13,0.06
home,1439,60,31,88.13,0.09
implies,1439,60,48,88.13,0.14
decrease,1439,60,60,88.13,0.18
equal,1439,60,60,88.13,0.18
holiday,1439,60,6,88.13,0.02
